42023941,false,76,189,0
46727629,false,76,156,0
46622203,false,76,156,0
46703101,false,76,156,0
46766273,true,76,192,0
46771837,false,76,192,0
42023941,false,76,190,0
46806300,false,76,192,0
42162216,false,76,190,0
42186791,true,76,190,0
42242597,true,76,190,0
42277409,true,76,190,0
42277405,true,76,190,0
46815610,false,76,192,0
46721497,true,76,192,0
46829624,false,76,192,0
46570103,false,76,192,0
42566146,false,76,189,0
43921412,false,76,156,0
44074507,false,76,156,0
43985935,false,76,156,0
44123664,false,76,156,0
44074515,false,76,156,0
44093972,false,76,156,0
43947539,false,76,156,0
44024830,false,76,156,0
43976187,false,76,156,0
44077593,false,76,156,0
43923994,false,76,156,0
44066843,false,76,156,0
43917852,false,76,156,0
43916831,false,76,156,0
44122143,false,76,156,0
43868193,false,76,156,0
44101152,false,76,156,0
44000806,false,76,156,0
44123175,false,76,156,0
44122176,false,76,156,0
44041792,false,76,156,0
44109887,false,76,156,0
43990587,false,76,156,0
43964469,false,76,156,0
43995696,false,76,156,0
44010543,false,76,156,0
43998252,false,76,156,0
44022882,false,76,156,0
43961443,false,76,156,0
44059234,false,76,156,0
44127326,false,76,156,0
43909210,false,76,156,0
44086349,false,76,156,0
44116043,false,76,156,0
44035654,false,76,156,0
44032579,false,76,156,0
46769153,false,76,156,0
46691847,false,76,156,0
46668856,false,76,156,0
46559315,false,76,156,0
46521908,false,76,156,0
46518316,false,76,156,0
46556709,false,76,156,0
46622235,false,76,156,0
46522385,false,76,156,0
46446604,false,76,156,0
46556687,false,76,156,0
46672986,false,76,156,0
46494819,false,76,156,0
46724715,false,76,156,0
46500982,false,76,156,0
46641276,false,76,156,0
46583936,false,76,156,0
46524546,false,76,156,0
46501006,false,76,156,0
46507676,false,76,156,0
46556829,false,76,156,0
46691486,false,76,156,0
46678175,false,76,156,0
46707368,false,76,156,0
46650036,false,76,156,0
46827199,false,76,156,0
46687428,false,76,156,0
46522570,false,76,156,0
46500043,false,76,156,0
46682829,false,76,156,0
46518450,true,76,156,0
46468269,false,76,156,0
46550806,false,76,156,0
46623504,false,76,156,0
46666512,false,76,156,0
46643963,false,76,156,0
46714091,false,76,156,0
46515946,false,76,156,0
46443753,false,76,156,0
46521576,false,76,156,0
46546148,false,76,156,0
46537955,false,76,156,0
46501071,false,76,156,0
46509394,false,76,156,0
46701906,false,76,156,0
46690129,false,76,156,0
46700363,false,76,156,0
46756676,false,76,156,0
46672199,false,76,156,0
46672193,false,76,156,0
46672171,false,76,156,0
46666530,false,76,156,0
46495515,false,76,156,0
46541121,false,76,156,0
46546820,false,76,156,0
46702961,false,76,156,0
46533488,false,76,156,0
46510446,false,76,156,0
46783339,false,76,156,0
46700395,false,76,156,0
46527845,false,76,156,0
46657379,false,76,156,0
46703453,false,76,156,0
46759769,false,76,156,0
46672214,false,76,156,0
46668723,false,76,156,0
46551985,false,76,156,0
46493099,false,76,156,0
46668198,false,76,156,0
46834595,false,76,156,0
46701475,false,76,156,0
46690207,false,76,156,0
46512029,false,76,156,0
46642052,false,76,156,0
46434185,false,76,156,0
46732178,false,76,156,0
46749130,false,76,156,0
46639044,false,76,156,0
46761922,false,76,156,0
46550977,false,76,156,0
46739900,false,76,156,0
46546873,false,76,156,0
46662583,false,76,156,0
46742452,false,76,156,0
46759904,true,76,156,0
46688749,false,76,156,0
46494184,false,76,156,0
46493670,false,76,156,0
46573024,false,76,156,0
46792673,false,76,156,0
46668765,false,76,156,0
46668753,false,76,156,0
46750159,false,76,156,0
46781077,true,76,192,0
46674864,false,76,192,0
46762189,true,76,192,0
46781101,true,76,192,0
46679354,true,76,192,0
46806298,false,76,192,0
46783159,false,76,192,0
46771844,false,76,192,0
66865152,false,40,89,0
66668544,true,40,89,0
106778628,false,76,156,0
106489867,false,76,156,0
107057166,false,76,156,0
113493509,false,40,86,0
129983907,false,112,228,0
129868754,true,112,228,0
137874363,false,1,78,0
137849809,true,1,78,0
230028792,true,112,229,0
